"Year","Category","Sector","Country","Estimate","Lower CI","Upper CI","CV"
2018,"Exports","Low carbon electricity","Northern Ireland",8500,5000,12000,"20.059999999999999"
2018,"Exports","Low carbon heat","UK",NA,NA,NA,"c"
2018,"Exports","Low carbon heat","England",NA,NA,NA,"c"
2018,"Exports","Low carbon heat","Scotland",NA,NA,NA,"c"
2018,"Exports","Low carbon heat","Wales",NA,NA,NA,"c"
2018,"Exports","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2018,"Exports","Energy from waste and biomass","UK",NA,NA,NA,"c"
2018,"Exports","Energy from waste and biomass","England",NA,NA,NA,"c"
2018,"Exports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2018,"Exports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2018,"Exports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2018,"Exports","Energy efficient products","UK",837500,617500,1057000,"13.38"
2018,"Exports","Energy efficient products","England",617000,398000,836500,"18.11"
2018,"Exports","Energy efficient products","Scotland",143000,141000,144500,"0.57999999999999996"
2018,"Exports","Energy efficient products","Wales",NA,NA,NA,"c"
2018,"Exports","Energy efficient products","Northern Ireland",NA,NA,NA,"c"
2018,"Exports","Low carbon services","UK",140500,38000,243500,"37.29"
2018,"Exports","Low carbon services","England",124500,29500,219500,"38.89"
2018,"Exports","Low carbon services","Scotland",13000,5500,20500,"29.42"
2018,"Exports","Low carbon services","Wales",NA,NA,NA,"55.91"
2018,"Exports","Low carbon services","Northern Ireland",1000,-500,3000,"81.31"
2018,"Exports","Low emission vehicles","UK",NA,NA,NA,"c"
2018,"Exports","Low emission vehicles","England",2938000,2744000,3132500,"3.37"
2018,"Exports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2018,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2018,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2018,"Imports","All groups","UK",5944000,5617000,6271000,"2.81"
2018,"Imports","All groups","England",4895500,4614000,5177000,"2.93"
2018,"Imports","All groups","Scotland",549000,482500,616000,"6.2"
2018,"Imports","All groups","Wales",402000,349500,454500,"6.66"
2018,"Imports","All groups","Northern Ireland",97500,91000,104000,"3.46"
2018,"Imports","Low carbon electricity","UK",827000,766500,887000,"3.72"
2018,"Imports","Low carbon electricity","England",478500,463000,494000,"1.63"
2018,"Imports","Low carbon electricity","Scotland",279000,221000,337500,"10.64"
2018,"Imports","Low carbon electricity","Wales",NA,NA,NA,"c"
2018,"Imports","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2018,"Imports","Low carbon heat","UK",275000,168000,381500,"19.829999999999998"
2018,"Imports","Low carbon heat","England",153500,78500,228000,"24.87"
2018,"Imports","Low carbon heat","Scotland",81000,62000,1e+05,"11.89"
2018,"Imports","Low carbon heat","Wales",NA,NA,NA,"c"
2018,"Imports","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2018,"Imports","Energy from waste and biomass","UK",1375500,1229500,1522000,"5.42"
2018,"Imports","Energy from waste and biomass","England",1317000,1226000,1408000,"3.53"
2018,"Imports","Energy from waste and biomass","Scotland",29500,13000,46000,"28.67"
2018,"Imports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2018,"Imports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2018,"Imports","Energy efficient products","UK",1230500,1086000,1374500,"5.98"
2018,"Imports","Energy efficient products","England",982000,844000,1120000,"7.17"
2018,"Imports","Energy efficient products","Scotland",152000,140500,164000,"3.99"
2018,"Imports","Energy efficient products","Wales",63000,53500,73000,"7.88"
2018,"Imports","Energy efficient products","Northern Ireland",33000,28500,37500,"7.02"
2018,"Imports","Low carbon services","UK",44500,15000,74500,"33.75"
2018,"Imports","Low carbon services","England",38500,11000,66000,"36.700000000000003"
2018,"Imports","Low carbon services","Scotland",5500,1500,9500,"37.01"
2018,"Imports","Low carbon services","Wales",NA,NA,NA,"c"
2018,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2018,"Imports","Low emission vehicles","UK",2191500,1986500,2396500,"4.7699999999999996"
2018,"Imports","Low emission vehicles","England",1926000,1721000,2131000,"5.43"
2018,"Imports","Low emission vehicles","Scotland",1500,1000,2000,"16.329999999999998"
2018,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2018,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2018,"Aquisitions","All groups","UK",8475500,7745500,9205500,"4.4000000000000004"
2018,"Aquisitions","All groups","England",6658500,6226500,7090500,"3.31"
2018,"Aquisitions","All groups","Scotland",1383000,807000,1958500,"21.24"
2018,"Aquisitions","All groups","Wales",279500,241500,317500,"6.94"
2018,"Aquisitions","All groups","Northern Ireland",155000,94500,215500,"19.93"
2018,"Aquisitions","Low carbon electricity","UK",6258500,5668000,6848500,"4.8099999999999996"
2018,"Aquisitions","Low carbon electricity","England",4691000,4573500,4808500,"1.28"
2018,"Aquisitions","Low carbon electricity","Scotland",1293500,719000,1868500,"22.66"
2018,"Aquisitions","Low carbon electricity","Wales",145000,136000,153500,"3.15"
2018,"Aquisitions","Low carbon electricity","Northern Ireland",129000,71000,187000,"22.96"
2018,"Aquisitions","Low carbon heat","UK",57500,25000,89500,"28.59"
2018,"Aquisitions","Low carbon heat","England",44000,16500,71000,"31.62"
2018,"Aquisitions","Low carbon heat","Scotland",NA,NA,NA,"c"
2018,"Aquisitions","Low carbon heat","Wales",NA,NA,NA,"41.55"
2018,"Aquisitions","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2018,"Aquisitions","Energy from waste and biomass","UK",654000,341000,967000,"24.42"
2018,"Aquisitions","Energy from waste and biomass","England",546000,237000,855500,"28.88"
2018,"Aquisitions","Energy from waste and biomass","Scotland",60000,24000,96500,"30.61"
2018,"Aquisitions","Energy from waste and biomass","Wales",38500,6500,70500,"42.32"
2018,"Aquisitions","Energy from waste and biomass","Northern Ireland",9000,500,17500,"47.97"
2018,"Aquisitions","Energy efficient products","UK",578500,353500,803000,"19.809999999999999"
2018,"Aquisitions","Energy efficient products","England",499000,297500,701000,"20.64"
2018,"Aquisitions","Energy efficient products","Scotland",23500,12500,34500,"23.57"
2018,"Aquisitions","Energy efficient products","Wales",51500,34500,68500,"16.940000000000001"
2018,"Aquisitions","Energy efficient products","Northern Ireland",4000,2500,6000,"22.26"
2018,"Aquisitions","Low carbon services","UK",7500,500,14000,"46.45"
2018,"Aquisitions","Low carbon services","England",NA,NA,NA,"48.17"
2018,"Aquisitions","Low carbon services","Scotland",NA,NA,NA,"3.99"
2018,"Aquisitions","Low carbon services","Wales",NA,NA,NA,"29.63"
2018,"Aquisitions","Low carbon services","Northern Ireland",NA,NA,NA,"58.63"
2018,"Aquisitions","Low emission vehicles","UK",920500,883000,958000,"2.08"
2018,"Aquisitions","Low emission vehicles","England",871500,835000,907500,"2.12"
2018,"Aquisitions","Low emission vehicles","Scotland",NA,NA,NA,"c"
2018,"Aquisitions","Low emission vehicles","Wales",43500,35500,51000,"9.25"
2018,"Aquisitions","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2018,"Disposals","All groups","UK",957000,924000,990500,"1.78"
2018,"Disposals","All groups","England",830000,797500,862500,"2"
2018,"Disposals","All groups","Scotland",117000,114500,120000,"1.1399999999999999"
2018,"Disposals","All groups","Wales",4000,500,7500,"44.18"
2018,"Disposals","All groups","Northern Ireland",6000,5000,7000,"9.24"
2018,"Disposals","Low carbon electricity","UK",NA,NA,NA,"c"
2018,"Disposals","Low carbon electricity","England",NA,NA,NA,"c"
2018,"Disposals","Low carbon electricity","Scotland",113000,112500,113500,"0.24"
2018,"Disposals","Low carbon electricity","Wales",NA,NA,NA,"c"
2018,"Disposals","Low carbon electricity","Northern Ireland",NA,NA,NA,"c"
2018,"Disposals","Low carbon heat","UK",NA,NA,NA,"c"
2018,"Disposals","Low carbon heat","England",NA,NA,NA,"c"
2018,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"c"
2018,"Disposals","Low carbon heat","Wales",NA,NA,NA,"0"
2018,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"0"
2018,"Disposals","Energy from waste and biomass","UK",NA,NA,NA,"52.02"
2018,"Disposals","Energy from waste and biomass","England",8500,-2000,19500,"64.040000000000006"
2018,"Disposals","Energy from waste and biomass","Scotland",NA,NA,NA,"57.33"
2018,"Disposals","Energy from waste and biomass","Wales",NA,NA,NA,"0"
2018,"Disposals","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"91.28"
2018,"Disposals","Energy efficient products","UK",26000,12000,39500,"27.17"
2018,"Disposals","Energy efficient products","England",20500,8500,32500,"30.09"
2018,"Disposals","Energy efficient products","Scotland",1500,1000,2500,"18.829999999999998"
2018,"Disposals","Energy efficient products","Wales",NA,NA,NA,"c"
2018,"Disposals","Energy efficient products","Northern Ireland",NA,NA,NA,"c"
2018,"Disposals","Low carbon services","UK",NA,NA,NA,"c"
2018,"Disposals","Low carbon services","England",NA,NA,NA,"c"
2018,"Disposals","Low carbon services","Scotland",NA,NA,NA,"c"
2018,"Disposals","Low carbon services","Wales",NA,NA,NA,"c"
2018,"Disposals","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2018,"Disposals","Low emission vehicles","UK",307500,307500,307500,"0"
2018,"Disposals","Low emission vehicles","England",307500,307500,307500,"0"
2018,"Disposals","Low emission vehicles","Scotland",0,0,0,"0"
2018,"Disposals","Low emission vehicles","Wales",0,0,0,"0"
2018,"Disposals","Low emission vehicles","Northern Ireland",0,0,0,"0"
2019,"Number of businesses","All groups","UK",63000,52000,74500,"9"
2019,"Number of businesses","All groups","England",52500,41500,63500,"11"
2019,"Number of businesses","All groups","Scotland",13500,4500,22500,"35"
2019,"Number of businesses","All groups","Wales",6000,4000,8000,"17"
2019,"Number of businesses","All groups","Northern Ireland",2500,1500,4000,"22"
2019,"Number of businesses","Low carbon electricity","UK",25500,16000,35000,"19"
2019,"Number of businesses","Low carbon electricity","England",19000,10000,28000,"25"
2019,"Number of businesses","Low carbon electricity","Scotland",NA,NA,NA,"50"
2019,"Number of businesses","Low carbon electricity","Wales",2000,1500,3000,"20"
2019,"Number of businesses","Low carbon electricity","Northern Ireland",NA,NA,NA,"31"
2019,"Number of businesses","Low carbon heat","UK",4000,2000,6000,"24"
2019,"Number of businesses","Low carbon heat","England",3500,1500,5000,"28"
2019,"Number of businesses","Low carbon heat","Scotland",NA,NA,NA,"35"
2019,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"47"
2019,"Number of businesses","Low carbon heat","Northern Ireland",NA,NA,NA,"77"
2019,"Number of businesses","Energy from waste and biomass","UK",3500,1500,6000,"30"
2019,"Number of businesses","Energy from waste and biomass","England",3000,1000,5000,"38"
2019,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"29"
2019,"Number of businesses","Energy from waste and biomass","Wales",NA,NA,NA,"54"
2019,"Number of businesses","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"16"
2019,"Number of businesses","Energy efficient products","UK",32500,26000,39000,"10"
2019,"Number of businesses","Energy efficient products","England",29000,23000,35000,"11"
2019,"Number of businesses","Energy efficient products","Scotland",3500,1500,6000,"32"
2019,"Number of businesses","Energy efficient products","Wales",3000,1500,5000,"28"
2019,"Number of businesses","Energy efficient products","Northern Ireland",NA,NA,NA,"34"
2019,"Number of businesses","Low carbon services","UK",2000,1000,3000,"23"
2019,"Number of businesses","Low carbon services","England",2000,1000,3000,"25"
2019,"Number of businesses","Low carbon services","Scotland",NA,NA,NA,"48"
2019,"Number of businesses","Low carbon services","Wales",NA,NA,NA,"50"
2019,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"65"
2019,"Number of businesses","Low emission vehicles","UK",1500,1000,2500,"28"
2019,"Number of businesses","Low emission vehicles","England",1500,500,2500,"30"
2019,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"28"
2019,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"69"
2019,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"87"
2019,"Turnover","All groups","UK",45805000,43081500,48528500,"3"
2019,"Turnover","All groups","England",36599500,34070000,39129000,"4"
2019,"Turnover","All groups","Scotland",5827500,5154500,6500000,"6"
2019,"Turnover","All groups","Wales",2318000,2101500,2535000,"5"
2019,"Turnover","All groups","Northern Ireland",1059500,860000,1259500,"10"
2019,"Turnover","Low carbon electricity","UK",14005000,12932500,15077500,"4"
2019,"Turnover","Low carbon electricity","England",10072500,9163500,10982000,"5"
2019,"Turnover","Low carbon electricity","Scotland",3326500,2785500,3867000,"8"
2019,"Turnover","Low carbon electricity","Wales",389000,262000,516000,"17"
2019,"Turnover","Low carbon electricity","Northern Ireland",217000,134000,3e+05,"20"
2019,"Turnover","Low carbon heat","UK",1133500,874500,1392500,"12"
2019,"Turnover","Low carbon heat","England",796000,558000,1034000,"15"
2019,"Turnover","Low carbon heat","Scotland",210000,186000,234000,"6"
2019,"Turnover","Low carbon heat","Wales",76000,30000,122500,"31"
2019,"Turnover","Low carbon heat","Northern Ireland",51000,8000,94500,"43"
2019,"Turnover","Energy from waste and biomass","UK",4679500,4108500,5251000,"6"
2019,"Turnover","Energy from waste and biomass","England",4150500,3640000,4660500,"6"
2019,"Turnover","Energy from waste and biomass","Scotland",349000,107500,590000,"35"
2019,"Turnover","Energy from waste and biomass","Wales",132000,69500,194500,"24"
2019,"Turnover","Energy from waste and biomass","Northern Ireland",48500,14500,82500,"36"
2019,"Turnover","Energy efficient products","UK",18153500,15733500,20573000,"7"
2019,"Turnover","Energy efficient products","England",14756500,12463000,17050000,"8"
2019,"Turnover","Energy efficient products","Scotland",1788000,1479000,2097000,"9"
2019,"Turnover","Energy efficient products","Wales",1191000,1038500,1343500,"7"
2019,"Turnover","Energy efficient products","Northern Ireland",417500,267500,567500,"18"
2019,"Turnover","Low carbon services","UK",574500,495000,654000,"7"
2019,"Turnover","Low carbon services","England",456500,398000,515000,"7"
2019,"Turnover","Low carbon services","Scotland",71500,48000,95500,"17"
2019,"Turnover","Low carbon services","Wales",31000,12000,50000,"31"
2019,"Turnover","Low carbon services","Northern Ireland",15000,9000,21500,"21"
2019,"Turnover","Low emission vehicles","UK",7259500,7103500,7415000,"1"
2019,"Turnover","Low emission vehicles","England",6367500,6221000,6514000,"1"
2019,"Turnover","Low emission vehicles","Scotland",NA,NA,NA,"c"
2019,"Turnover","Low emission vehicles","Wales",NA,NA,NA,"c"
2019,"Turnover","Low emission vehicles","Northern Ireland",310000,307500,312500,"0"
2019,"Employment (full time equivalent)","All groups","UK",205400,182300,228600,"6"
2019,"Employment (full time equivalent)","All groups","England",168200,146500,189900,"7"
2019,"Employment (full time equivalent)","All groups","Scotland",21900,17800,26000,"10"
2019,"Employment (full time equivalent)","All groups","Wales",9800,8200,11400,"8"
2019,"Employment (full time equivalent)","All groups","Northern Ireland",5500,4000,7100,"14"
2019,"Employment (full time equivalent)","Low carbon electricity","UK",37000,27700,46300,"13"
2019,"Employment (full time equivalent)","Low carbon electricity","England",27700,19400,35900,"15"
2019,"Employment (full time equivalent)","Low carbon electricity","Scotland",7900,6300,9500,"10"
2019,"Employment (full time equivalent)","Low carbon electricity","Wales",900,600,1300,"20"
2019,"Employment (full time equivalent)","Low carbon electricity","Northern Ireland",NA,NA,NA,"51"
2019,"Employment (full time equivalent)","Low carbon heat","UK",6600,4300,8800,"17"
2019,"Employment (full time equivalent)","Low carbon heat","England",4600,2800,6500,"21"
2019,"Employment (full time equivalent)","Low carbon heat","Scotland",1000,800,1200,"10"
2019,"Employment (full time equivalent)","Low carbon heat","Wales",NA,NA,NA,"54"
2019,"Employment (full time equivalent)","Low carbon heat","Northern Ireland",NA,NA,NA,"46"
2019,"Employment (full time equivalent)","Energy from waste and biomass","UK",8300,6700,9900,"10"
2019,"Employment (full time equivalent)","Energy from waste and biomass","England",6900,5400,8300,"11"
2019,"Employment (full time equivalent)","Energy from waste and biomass","Scotland",900,300,1500,"35"
2019,"Employment (full time equivalent)","Energy from waste and biomass","Wales",500,200,700,"26"
2019,"Employment (full time equivalent)","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"28"
2019,"Employment (full time equivalent)","Energy efficient products","UK",129500,108500,150500,"8"
2019,"Employment (full time equivalent)","Energy efficient products","England",108500,88600,128400,"9"
2019,"Employment (full time equivalent)","Energy efficient products","Scotland",11100,7400,14800,"17"
2019,"Employment (full time equivalent)","Energy efficient products","Wales",6800,5600,8100,"10"
2019,"Employment (full time equivalent)","Energy efficient products","Northern Ireland",3100,1600,4500,"24"
2019,"Employment (full time equivalent)","Low carbon services","UK",4900,4300,5600,"7"
2019,"Employment (full time equivalent)","Low carbon services","England",4000,3500,4600,"7"
2019,"Employment (full time equivalent)","Low carbon services","Scotland",700,500,900,"16"
2019,"Employment (full time equivalent)","Low carbon services","Wales",NA,NA,NA,"28"
2019,"Employment (full time equivalent)","Low carbon services","Northern Ireland",NA,NA,NA,"14"
2019,"Employment (full time equivalent)","Low emission vehicles","UK",19100,17700,20400,"4"
2019,"Employment (full time equivalent)","Low emission vehicles","England",16500,15200,17800,"4"
2019,"Employment (full time equivalent)","Low emission vehicles","Scotland",NA,NA,NA,"42"
2019,"Employment (full time equivalent)","Low emission vehicles","Wales",700,500,900,"13"
2019,"Employment (full time equivalent)","Low emission vehicles","Northern Ireland",1500,1400,1600,"2"
2019,"Exports","All groups","UK",7453000,6981500,7924500,"3"
2019,"Exports","All groups","England",6327500,5866000,6789000,"4"
2019,"Exports","All groups","Scotland",406000,326500,485500,"10"
2019,"Exports","All groups","Wales",484500,463500,505500,"2"
2019,"Exports","All groups","Northern Ireland",234500,226000,243500,"2"
2019,"Exports","Low carbon electricity","UK",1375500,1134000,1617000,"9"
2019,"Exports","Low carbon electricity","England",1268500,1034000,1503500,"9"
2019,"Exports","Low carbon electricity","Scotland",87500,42500,132500,"26"
2019,"Exports","Low carbon electricity","Wales",18500,6500,31000,"33"
2019,"Exports","Low carbon electricity","Northern Ireland",1000,500,1000,"14"
2019,"Exports","Low carbon heat","UK",205000,162000,247500,"11"
2019,"Exports","Low carbon heat","England",NA,NA,NA,"c"
2019,"Exports","Low carbon heat","Scotland",NA,NA,NA,"c"
2019,"Exports","Low carbon heat","Wales",5000,5000,5000,"0"
2019,"Exports","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2019,"Exports","Energy from waste and biomass","UK",87500,58500,116000,"17"
2019,"Exports","Energy from waste and biomass","England",81500,52500,110500,"18"
2019,"Exports","Energy from waste and biomass","Scotland",NA,NA,NA,"c"
2019,"Exports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2019,"Exports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"80"
2019,"Exports","Energy efficient products","UK",1037500,658500,1417000,"19"
2019,"Exports","Energy efficient products","England",NA,NA,NA,"c"
2019,"Exports","Energy efficient products","Scotland",NA,NA,NA,"c"
2019,"Exports","Energy efficient products","Wales",NA,NA,NA,"c"
2019,"Exports","Energy efficient products","Northern Ireland",26500,17500,35000,"17"
2019,"Exports","Low carbon services","UK",81500,76000,87000,"3"
2019,"Exports","Low carbon services","England",71000,66500,75500,"3"
2019,"Exports","Low carbon services","Scotland",NA,NA,NA,"c"
2019,"Exports","Low carbon services","Wales",2000,1000,3000,"27"
2019,"Exports","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2019,"Exports","Low emission vehicles","UK",4666000,4531500,4800500,"1"
2019,"Exports","Low emission vehicles","England",NA,NA,NA,"c"
2019,"Exports","Low emission vehicles","Scotland",NA,NA,NA,"c"
2019,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2019,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2019,"Imports","All groups","UK",8238000,7739000,8737000,"3"
2019,"Imports","All groups","England",7037000,6647000,7426500,"3"
2019,"Imports","All groups","Scotland",560500,407500,713500,"14"
2019,"Imports","All groups","Wales",532000,525000,539000,"1"
2019,"Imports","All groups","Northern Ireland",108500,75000,142500,"16"
2019,"Imports","Low carbon electricity","UK",1731000,1640500,1821000,"3"
2019,"Imports","Low carbon electricity","England",1449000,1361000,1536500,"3"
2019,"Imports","Low carbon electricity","Scotland",222500,204500,240500,"4"
2019,"Imports","Low carbon electricity","Wales",51000,47000,55000,"4"
2019,"Imports","Low carbon electricity","Northern Ireland",8500,6500,10500,"11"
2019,"Imports","Low carbon heat","UK",240500,230000,251000,"2"
2019,"Imports","Low carbon heat","England",117500,109500,125000,"3"
2019,"Imports","Low carbon heat","Scotland",NA,NA,NA,"c"
2019,"Imports","Low carbon heat","Wales",NA,NA,NA,"c"
2019,"Imports","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2019,"Imports","Energy from waste and biomass","UK",1607000,1578000,1635500,"1"
2019,"Imports","Energy from waste and biomass","England",1577500,1567000,1588000,"0"
2019,"Imports","Energy from waste and biomass","Scotland",11000,10500,12000,"3"
2019,"Imports","Energy from waste and biomass","Wales",1500,1000,2000,"23"
2019,"Imports","Energy from waste and biomass","Northern Ireland",16500,-10000,43500,"82"
2019,"Imports","Energy efficient products","UK",1413000,932000,1894500,"17"
2019,"Imports","Energy efficient products","England",NA,NA,NA,"c"
2019,"Imports","Energy efficient products","Scotland",NA,NA,NA,"c"
2019,"Imports","Energy efficient products","Wales",NA,NA,NA,"c"
2019,"Imports","Energy efficient products","Northern Ireland",43000,25500,60500,"21"
2019,"Imports","Low carbon services","UK",28500,25500,31000,"5"
2019,"Imports","Low carbon services","England",23500,21500,25500,"5"
2019,"Imports","Low carbon services","Scotland",4500,4500,4500,"0"
2019,"Imports","Low carbon services","Wales",NA,NA,NA,"56"
2019,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2019,"Imports","Low emission vehicles","UK",3218500,3192000,3244500,"0"
2019,"Imports","Low emission vehicles","England",NA,NA,NA,"c"
2019,"Imports","Low emission vehicles","Scotland",6500,5500,7000,"5"
2019,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2019,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2019,"Aquisitions","All groups","UK",5888500,4764500,7012500,"10"
2019,"Aquisitions","All groups","England",3903500,3656000,4151500,"3"
2019,"Aquisitions","All groups","Scotland",1614000,522500,2705500,"34"
2019,"Aquisitions","All groups","Wales",261000,162000,360000,"19"
2019,"Aquisitions","All groups","Northern Ireland",109500,76000,143500,"16"
2019,"Aquisitions","Low carbon electricity","UK",3438500,2342500,4535000,"16"
2019,"Aquisitions","Low carbon electricity","England",1680500,1591000,1770000,"3"
2019,"Aquisitions","Low carbon electricity","Scotland",1478000,390000,2566000,"38"
2019,"Aquisitions","Low carbon electricity","Wales",190500,92500,288500,"26"
2019,"Aquisitions","Low carbon electricity","Northern Ireland",90000,58000,121500,"18"
2019,"Aquisitions","Low carbon heat","UK",39500,27500,51500,"16"
2019,"Aquisitions","Low carbon heat","England",NA,NA,NA,"c"
2019,"Aquisitions","Low carbon heat","Scotland",NA,NA,NA,"c"
2019,"Aquisitions","Low carbon heat","Wales",NA,NA,NA,"c"
2019,"Aquisitions","Low carbon heat","Northern Ireland",NA,NA,NA,"c"
2019,"Aquisitions","Energy from waste and biomass","UK",554500,453500,655500,"9"
2019,"Aquisitions","Energy from waste and biomass","England",431000,370500,491500,"7"
2019,"Aquisitions","Energy from waste and biomass","Scotland",93000,14500,171500,"43"
2019,"Aquisitions","Energy from waste and biomass","Wales",20500,5000,35500,"38"
2019,"Aquisitions","Energy from waste and biomass","Northern Ireland",10500,-1000,21500,"56"
2019,"Aquisitions","Energy efficient products","UK",512000,347500,677000,"16"
2019,"Aquisitions","Energy efficient products","England",NA,NA,NA,"c"
2019,"Aquisitions","Energy efficient products","Scotland",NA,NA,NA,"c"
2019,"Aquisitions","Energy efficient products","Wales",47000,41000,53500,"7"
2019,"Aquisitions","Energy efficient products","Northern Ireland",6000,3000,9000,"26"
2019,"Aquisitions","Low carbon services","UK",NA,NA,NA,"49"
2019,"Aquisitions","Low carbon services","England",NA,NA,NA,"45"
2019,"Aquisitions","Low carbon services","Scotland",NA,NA,NA,"0"
2019,"Aquisitions","Low carbon services","Wales",500,-500,2000,"100"
2019,"Aquisitions","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2019,"Aquisitions","Low emission vehicles","UK",1340500,1193500,1487500,"6"
2019,"Aquisitions","Low emission vehicles","England",1334500,1187500,1481000,"6"
2019,"Aquisitions","Low emission vehicles","Scotland",NA,NA,NA,"c"
2019,"Aquisitions","Low emission vehicles","Wales",NA,NA,NA,"c"
2019,"Aquisitions","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2019,"Disposals","All groups","UK",87000,-17500,191500,"61"
2019,"Disposals","All groups","England",67000,-26500,160000,"71"
2019,"Disposals","All groups","Scotland",NA,NA,NA,"52"
2019,"Disposals","All groups","Wales",4500,-500,10000,"58"
2019,"Disposals","All groups","Northern Ireland",3500,-1500,8500,"73"
2019,"Disposals","Low carbon electricity","UK",21000,6000,36500,"37"
2019,"Disposals","Low carbon electricity","England",10000,1000,18500,"46"
2019,"Disposals","Low carbon electricity","Scotland",8000,-3000,19500,"69"
2019,"Disposals","Low carbon electricity","Wales",NA,NA,NA,"29"
2019,"Disposals","Low carbon electricity","Northern Ireland",3000,-2000,8000,"82"
2019,"Disposals","Low carbon heat","UK",NA,NA,NA,"9"
2019,"Disposals","Low carbon heat","England",NA,NA,NA,"10"
2019,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"0"
2019,"Disposals","Low carbon heat","Wales",NA,NA,NA,"10"
2019,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"0"
2019,"Disposals","Energy from waste and biomass","UK",2500,1500,3500,"20"
2019,"Disposals","Energy from waste and biomass","England",1000,1000,1500,"10"
2019,"Disposals","Energy from waste and biomass","Scotland",NA,NA,NA,"7"
2019,"Disposals","Energy from waste and biomass","Wales",NA,NA,NA,"38"
2019,"Disposals","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"58"
2019,"Disposals","Energy efficient products","UK",61500,-42000,165000,"86"
2019,"Disposals","Energy efficient products","England",54000,-38500,147000,"87"
2019,"Disposals","Energy efficient products","Scotland",3500,-1500,9000,"75"
2019,"Disposals","Energy efficient products","Wales",3000,-2000,8500,"82"
2019,"Disposals","Energy efficient products","Northern Ireland",NA,NA,NA,"33"
2019,"Disposals","Low carbon services","UK",0,0,0,"0"
2019,"Disposals","Low carbon services","England",0,0,0,"0"
2019,"Disposals","Low carbon services","Scotland",0,0,0,"0"
2019,"Disposals","Low carbon services","Wales",0,0,0,"0"
2019,"Disposals","Low carbon services","Northern Ireland",0,0,0,"0"
2019,"Disposals","Low emission vehicles","UK",1500,1500,1500,"0"
2019,"Disposals","Low emission vehicles","England",1500,1500,1500,"0"
2019,"Disposals","Low emission vehicles","Scotland",NA,NA,NA,"0"
2019,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"0"
2019,"Disposals","Low emission vehicles","Northern Ireland",NA,NA,NA,"0"
2020,"Number of businesses","All groups","UK",81000,58500,104000,"14"
2020,"Number of businesses","All groups","England",68000,45500,90500,"17"
2020,"Number of businesses","All groups","Scotland",10000,6500,14000,"18"
2020,"Number of businesses","All groups","Wales",9500,6500,12000,"15"
2020,"Number of businesses","All groups","Northern Ireland",3000,2000,4500,"21"
2020,"Number of businesses","Low carbon electricity","UK",36500,15000,58000,"30"
2020,"Number of businesses","Low carbon electricity","England",28500,7000,49500,"39"
2020,"Number of businesses","Low carbon electricity","Scotland",6500,3500,9500,"23"
2020,"Number of businesses","Low carbon electricity","Wales",3500,2500,5000,"18"
2020,"Number of businesses","Low carbon electricity","Northern Ireland",1500,500,2000,"29"
